,x,x_labels
6983,male,1
6984,male,1
6985,male,1
6986,male,1
6987,male,1
6988,female,0
6989,female,0
6990,male,1
6991,male,1
6992,male,1
6993,female,0
6994,female,0
6995,male,1
6996,male,1
6997,male,1
6998,male,1
6999,male,1
7000,male,1
7001,male,1
7002,female,0
7003,female,0
7004,female,0
7005,male,1
7006,female,0
7007,female,0
7008,male,1
7009,male,1
7010,male,1
7011,male,1
7012,male,1
7013,female,0
7014,male,1
7015,male,1
7016,male,1
7017,female,0
7018,male,1
7019,male,1
7020,male,1
7021,male,1
7022,male,1
7023,male,1
7024,female,0
7025,male,1
7026,male,1
7027,male,1
7028,male,1
7029,male,1
7030,male,1
7031,male,1
7032,male,1
7033,female,0
7034,female,0
7035,female,0
7036,male,1
7037,female,0
7038,male,1
7039,male,1
7040,male,1
7041,female,0
7042,female,0
7043,male,1
7044,male,1
7045,female,0
7046,female,0
7047,female,0
7048,male,1
7049,female,0
7050,female,0
7051,female,0
7052,male,1
7053,female,0
7054,male,1
7055,male,1
7056,female,0
7057,female,0
7058,male,1
7059,male,1
7060,female,0
7061,male,1
7062,male,1
7063,male,1
7064,female,0
7065,male,1
7066,female,0
7067,female,0
7068,female,0
7069,male,1
7070,male,1
7071,male,1
7072,male,1
7073,male,1
7074,male,1
7075,male,1
7076,male,1
7077,male,1
7078,male,1
7079,female,0
7080,female,0
7081,male,1
7082,male,1
7083,male,1
7084,male,1
7085,female,0
7086,male,1
7087,female,0
7088,male,1
7089,male,1
7090,male,1
7091,male,1
7092,male,1
7093,female,0
7094,male,1
7095,male,1
7096,male,1
7097,female,0
7098,male,1
7099,male,1
7100,male,1
7101,female,0
7102,male,1
7103,male,1
7104,male,1
7105,female,0
7106,female,0
7107,female,0
7108,male,1
7109,male,1
7110,male,1
7111,male,1
7112,male,1
7113,male,1
7114,male,1
7115,male,1
7116,male,1
7117,female,0
7118,female,0
7119,female,0
7120,male,1
7121,male,1
7122,male,1
7123,male,1
7124,male,1
7125,male,1
7126,male,1
7127,male,1
7128,male,1
7129,female,0
7130,male,1
7131,male,1
7132,male,1
7133,male,1
7134,female,0
7135,female,0
7136,male,1
7137,male,1
7138,male,1
7139,male,1
7140,male,1
7141,male,1
7142,male,1
7143,female,0
7144,male,1
7145,male,1
7146,male,1
7147,female,0
7148,male,1
7149,female,0
7150,female,0
7151,female,0
7152,male,1
7153,male,1
7154,male,1
7155,male,1
7156,male,1
7157,male,1
7158,male,1
7159,male,1
7160,female,0
7161,male,1
7162,male,1
7163,male,1
7164,female,0
7165,male,1
7166,male,1
7167,female,0
7168,male,1
7169,male,1
7170,male,1
7171,female,0
7172,male,1
7173,male,1
7174,female,0
7175,male,1
7176,male,1
7177,female,0
7178,female,0
7179,male,1
7180,male,1
7181,female,0
7182,female,0
7183,male,1
7184,female,0
7185,female,0
7186,male,1
7187,male,1
7188,male,1
7189,female,0
7190,male,1
7191,male,1
7192,male,1
7193,male,1
7194,female,0
7195,female,0
7196,male,1
7197,male,1
7198,female,0
7199,female,0
7200,female,0
7201,male,1
7202,male,1
7203,female,0
7204,male,1
7205,male,1
7206,female,0
7207,female,0
7208,male,1
7209,female,0
7210,male,1
7211,male,1
7212,female,0
7213,female,0
7214,female,0
7215,female,0
7216,male,1
7217,male,1
7218,female,0
7219,female,0
7220,female,0
7221,male,1
7222,male,1
7223,male,1
7224,male,1
7225,male,1
7226,female,0
7227,female,0
7228,female,0
7229,male,1
7230,female,0
7231,female,0
7232,male,1
7233,male,1
7234,male,1
7235,male,1
7236,female,0
7237,male,1
7238,female,0
7239,female,0
7240,female,0
7241,female,0
7242,male,1
7243,male,1
7244,male,1
7245,female,0
7246,male,1
7247,male,1
7248,male,1
7249,female,0
7250,male,1
7251,male,1
7252,male,1
7253,female,0
7254,male,1
7255,female,0
7256,female,0
7257,male,1
7258,female,0
7259,female,0
7260,female,0
7261,male,1
7262,female,0
7263,female,0
7264,male,1
7265,male,1
7266,female,0
7267,male,1
7268,male,1
7269,female,0
7270,female,0
7271,female,0
7272,female,0
7273,male,1
7274,male,1
7275,female,0
7276,male,1
7277,male,1
7278,male,1
7279,male,1
7280,female,0
7281,male,1
7282,male,1
7283,male,1
7284,male,1
7285,male,1
7286,male,1
7287,female,0
7288,male,1
7289,male,1
7290,male,1
7291,female,0
7292,male,1
7293,male,1
7294,male,1
7295,male,1
7296,male,1
7297,female,0
7298,female,0
7299,male,1
7300,female,0
7301,male,1
7302,male,1
7303,male,1
7304,male,1
7305,male,1
7306,male,1
7307,male,1
7308,female,0
7309,female,0
7310,male,1
7311,male,1
7312,male,1
7313,male,1
7314,male,1
7315,male,1
7316,male,1
7317,male,1
7318,male,1
7319,female,0
7320,male,1
7321,female,0
7322,male,1
7323,male,1
7324,male,1
7325,female,0
7326,male,1
7327,male,1
7328,male,1
7329,male,1
7330,male,1
7331,male,1
7332,female,0
7333,male,1
7334,male,1
7335,male,1
7336,male,1
7337,male,1
7338,male,1
7339,male,1
7340,female,0
7341,female,0
7342,male,1
7343,male,1
7344,male,1
7345,female,0
7346,male,1
7347,male,1
7348,female,0
7349,male,1
7350,male,1
7351,male,1
7352,male,1
7353,female,0
7354,male,1
7355,male,1
7356,male,1
7357,male,1
7358,female,0
7359,female,0
7360,female,0
7361,female,0
7362,male,1
7363,male,1
7364,male,1
7365,male,1
7366,female,0
7367,female,0
7368,male,1
7369,male,1
7370,male,1
7371,male,1
7372,male,1
7373,male,1
7374,female,0
7375,male,1
7376,male,1
7377,male,1
7378,female,0
7379,male,1
7380,male,1
7381,female,0
7382,female,0
7383,male,1
7384,female,0
7385,male,1
7386,male,1
7387,male,1
7388,male,1
7389,male,1
7390,male,1
7391,male,1
7392,male,1
7393,male,1
7394,male,1
7395,male,1
7396,male,1
7397,male,1
7398,male,1
7399,male,1
7400,male,1
7401,female,0
7402,male,1
7403,male,1
7404,male,1
7405,female,0
7406,male,1
7407,male,1
7408,male,1
7409,female,0
7410,male,1
7411,male,1
7412,male,1
7413,male,1
7414,male,1
7415,female,0
7416,female,0
7417,male,1
7418,female,0
7419,male,1
7420,male,1
7421,male,1
7422,male,1
7423,male,1
7424,male,1
7425,male,1
7426,female,0
7427,male,1
7428,male,1
7429,male,1
7430,male,1
7431,male,1
7432,female,0
7433,female,0
7434,female,0
7435,male,1
7436,female,0
7437,male,1
7438,female,0
7439,male,1
7440,male,1
7441,male,1
7442,male,1
7443,male,1
7444,male,1
7445,female,0
7446,male,1
7447,female,0
7448,male,1
7449,male,1
7450,male,1
7451,female,0
7452,female,0
7453,male,1
7454,male,1
7455,male,1
7456,male,1
7457,male,1
7458,male,1
7459,female,0
7460,male,1
7461,male,1
7462,male,1
7463,male,1
7464,male,1
7465,male,1
7466,male,1
7467,male,1
7468,male,1
7469,male,1
7470,male,1
7471,male,1
7472,male,1
7473,male,1
7474,female,0
7475,male,1
7476,male,1
7477,male,1
7478,male,1
7479,male,1
7480,male,1
7481,male,1
7482,female,0
7483,male,1
7484,male,1
7485,male,1
7486,male,1
7487,male,1
7488,female,0
7489,female,0
7490,male,1
7491,male,1
7492,male,1
7493,female,0
7494,female,0
7495,male,1
7496,female,0
7497,male,1
7498,male,1
7499,male,1
7500,female,0
7501,male,1
7502,male,1
7503,male,1
7504,male,1
7505,male,1
7506,male,1
7507,male,1
7508,female,0
7509,female,0
7510,male,1
7511,male,1
7512,male,1
7513,male,1
7514,male,1
7515,male,1
7516,male,1
7517,male,1
7518,male,1
7519,female,0
7520,female,0
7521,male,1
7522,female,0
7523,male,1
7524,male,1
7525,male,1
7526,female,0
7527,male,1
7528,female,0
7529,female,0
7530,male,1
7531,male,1
7532,female,0
7533,female,0
7534,male,1
7535,female,0
7536,male,1
7537,male,1
7538,female,0
7539,male,1
7540,female,0
7541,male,1
7542,male,1
7543,female,0
7544,male,1
7545,male,1
7546,female,0
7547,female,0
7548,male,1
7549,male,1
7550,male,1
7551,male,1
7552,male,1
7553,male,1
7554,male,1
7555,male,1
7556,female,0
7557,male,1
7558,male,1
7559,male,1
7560,female,0
7561,male,1
7562,male,1
7563,male,1
7564,male,1
7565,male,1
7566,male,1
7567,male,1
7568,male,1
7569,female,0
7570,male,1
7571,male,1
7572,male,1
7573,female,0
7574,female,0
7575,female,0
7576,male,1
7577,female,0
7578,male,1
7579,male,1
7580,male,1
7581,female,0
7582,male,1
7583,male,1
7584,female,0
7585,male,1
7586,female,0
7587,female,0
7588,male,1
7589,male,1
7590,male,1
7591,male,1
7592,male,1
7593,male,1
7594,male,1
7595,male,1
7596,male,1
7597,female,0
7598,male,1
7599,female,0
7600,male,1
7601,male,1
7602,male,1
7603,male,1
7604,male,1
7605,male,1
7606,male,1
7607,female,0
7608,male,1
7609,male,1
7610,male,1
7611,male,1
7612,male,1
7613,female,0
7614,male,1
7615,male,1
7616,female,0
7617,male,1
7618,female,0
7619,male,1
7620,female,0
7621,female,0
7622,male,1
7623,male,1
7624,male,1
7625,female,0
7626,male,1
7627,male,1
7628,male,1
7629,male,1
7630,male,1
7631,male,1
7632,male,1
7633,male,1
7634,male,1
7635,female,0
7636,male,1
7637,male,1
7638,female,0
7639,male,1
7640,male,1
7641,female,0
7642,male,1
7643,male,1
7644,male,1
7645,male,1
7646,male,1
7647,male,1
7648,female,0
7649,female,0
7650,female,0
7651,female,0
7652,male,1
7653,male,1
7654,male,1
7655,male,1
7656,male,1
7657,male,1
7658,male,1
7659,male,1
7660,female,0
7661,male,1
7662,male,1
7663,female,0
7664,male,1
7665,male,1
7666,male,1
7667,male,1
7668,male,1
7669,male,1
7670,male,1
7671,female,0
7672,female,0
7673,male,1
7674,male,1
7675,male,1
7676,male,1
7677,male,1
7678,female,0
7679,female,0
7680,male,1
7681,male,1
7682,male,1
7683,male,1
7684,female,0
7685,male,1
7686,male,1
7687,female,0
7688,male,1
7689,male,1
7690,male,1
7691,male,1
7692,female,0
7693,male,1
7694,male,1
7695,male,1
7696,female,0
7697,male,1
7698,female,0
7699,male,1
7700,male,1
7701,male,1
7702,male,1
7703,female,0
7704,male,1
7705,male,1
7706,male,1
7707,male,1
7708,male,1
7709,male,1
7710,male,1
7711,male,1
7712,female,0
7713,male,1
7714,male,1
7715,female,0
7716,male,1
7717,female,0
7718,male,1
7719,male,1
7720,male,1
7721,male,1
7722,male,1
7723,male,1
7724,male,1
7725,male,1
7726,male,1
7727,male,1
7728,male,1
7729,male,1
7730,female,0
7731,female,0
7732,male,1
7733,female,0
7734,male,1
7735,female,0
7736,male,1
7737,male,1
7738,female,0
7739,female,0
7740,male,1
7741,male,1
7742,male,1
7743,female,0
7744,male,1
7745,male,1
7746,male,1
7747,male,1
7748,male,1
7749,male,1
7750,male,1
7751,male,1
7752,male,1
7753,female,0
7754,male,1
7755,female,0
7756,male,1
7757,male,1
7758,male,1
7759,male,1
7760,male,1
7761,male,1
7762,male,1
7763,female,0
7764,male,1
7765,male,1
7766,female,0
7767,male,1
7768,male,1
7769,male,1
7770,male,1
7771,male,1
7772,male,1
7773,female,0
7774,male,1
7775,male,1
7776,male,1
7777,male,1
7778,male,1
7779,male,1
7780,male,1
7781,male,1
7782,male,1
7783,male,1
7784,male,1
7785,male,1
7786,male,1
7787,male,1
7788,male,1
7789,male,1
7790,male,1
7791,male,1
7792,male,1
7793,female,0
7794,male,1
7795,male,1
7796,male,1
7797,male,1
7798,male,1
7799,male,1
7800,male,1
7801,female,0
7802,male,1
7803,male,1
7804,male,1
7805,male,1
7806,male,1
7807,male,1
7808,female,0
7809,male,1
7810,male,1
7811,male,1
7812,male,1
7813,male,1
7814,male,1
7815,female,0
7816,male,1
7817,female,0
7818,male,1
7819,male,1
7820,male,1
7821,female,0
7822,male,1
7823,female,0
7824,male,1
7825,male,1
7826,male,1
7827,male,1
7828,male,1
7829,male,1
7830,female,0
7831,male,1
7832,male,1
7833,male,1
7834,male,1
7835,male,1
7836,male,1
7837,male,1
7838,male,1
7839,male,1
7840,male,1
7841,male,1
7842,male,1
7843,male,1
7844,male,1
7845,male,1
7846,female,0
7847,male,1
7848,male,1
7849,male,1
7850,male,1
7851,male,1
7852,male,1
7853,male,1
7854,male,1
7855,male,1
7856,female,0
7857,male,1
7858,female,0
7859,female,0
7860,male,1
7861,male,1
7862,male,1
7863,male,1
7864,female,0
7865,male,1
7866,male,1
7867,male,1
7868,male,1
7869,male,1
7870,female,0
7871,male,1
7872,female,0
7873,male,1
7874,male,1
7875,male,1
7876,male,1
7877,female,0
7878,male,1
7879,male,1
7880,female,0
7881,male,1
7882,female,0
7883,male,1
7884,male,1
7885,male,1
7886,female,0
7887,male,1
7888,female,0
7889,male,1
7890,male,1
7891,male,1
7892,male,1
7893,female,0
7894,male,1
7895,male,1
7896,male,1
7897,male,1
7898,male,1
7899,female,0
7900,female,0
7901,male,1
7902,male,1
7903,female,0
7904,male,1
7905,female,0
7906,male,1
7907,female,0
7908,male,1
7909,male,1
7910,female,0
7911,female,0
7912,male,1
7913,male,1
7914,male,1
7915,female,0
7916,female,0
7917,male,1
7918,female,0
7919,female,0
7920,male,1
7921,male,1
7922,male,1
7923,male,1
7924,female,0
7925,female,0
7926,female,0
7927,male,1
7928,male,1
7929,male,1
7930,female,0
7931,female,0
7932,female,0
7933,female,0
7934,female,0
7935,male,1
7936,female,0
7937,female,0
7938,male,1
7939,male,1
7940,male,1
7941,male,1
7942,male,1
7943,female,0
7944,female,0
7945,female,0
7946,male,1
7947,female,0
7948,male,1
7949,male,1
7950,female,0
7951,male,1
7952,male,1
7953,female,0
7954,male,1
7955,female,0
7956,male,1
7957,female,0
7958,female,0
7959,male,1
7960,female,0
7961,female,0
7962,female,0
7963,female,0
7964,female,0
7965,male,1
7966,male,1
7967,male,1
7968,male,1
7969,male,1
7970,female,0
7971,male,1
7972,male,1
7973,male,1
7974,female,0
7975,male,1
7976,male,1
7977,male,1
7978,female,0
7979,male,1
7980,male,1
7981,male,1
7982,female,0
7983,male,1
7984,female,0
7985,male,1
7986,female,0
7987,male,1
7988,female,0
7989,male,1
7990,male,1
7991,male,1
7992,male,1
7993,female,0
7994,male,1
7995,male,1
7996,male,1
7997,male,1
7998,male,1
7999,male,1
8000,female,0
8001,male,1
8002,male,1
8003,male,1
8004,male,1
8005,male,1
8006,male,1
8007,female,0
8008,male,1
8009,female,0
8010,male,1
8011,male,1
8012,male,1
8013,male,1
8014,male,1
8015,male,1
8016,male,1
8017,male,1
8018,female,0
8019,female,0
8020,female,0
8021,female,0
8022,male,1
8023,male,1
8024,male,1
8025,male,1
8026,female,0
8027,male,1
8028,female,0
8029,male,1
8030,male,1
8031,male,1
8032,male,1
8033,female,0
8034,female,0
8035,male,1
8036,male,1
8037,female,0
8038,male,1
8039,male,1
8040,male,1
8041,female,0
8042,male,1
8043,male,1
8044,female,0
8045,male,1
8046,male,1
8047,male,1
8048,female,0
8049,male,1
8050,male,1
8051,male,1
8052,male,1
8053,male,1
8054,male,1
8055,male,1
8056,female,0
8057,female,0
8058,male,1
8059,male,1
8060,female,0
8061,female,0
8062,male,1
8063,male,1
8064,male,1
8065,female,0
8066,male,1
8067,male,1
8068,male,1
8069,male,1
8070,male,1
8071,male,1
8072,male,1
8073,male,1
8074,female,0
8075,female,0
8076,male,1
8077,male,1
8078,male,1
8079,male,1
8080,female,0
8081,female,0
8082,male,1
8083,female,0
8084,male,1
8085,male,1
8086,female,0
8087,male,1
8088,female,0
8089,male,1
8090,male,1
8091,male,1
8092,male,1
8093,male,1
8094,female,0
8095,male,1
8096,male,1
8097,male,1
8098,female,0
8099,male,1
8100,male,1
8101,male,1
8102,male,1
8103,male,1
8104,male,1
8105,male,1
8106,female,0
8107,male,1
8108,female,0
8109,female,0
8110,female,0
8111,female,0
8112,male,1
8113,male,1
8114,female,0
8115,female,0
8116,male,1
8117,male,1
8118,male,1
8119,male,1
8120,female,0
8121,male,1
8122,male,1
8123,female,0
8124,female,0
8125,male,1
8126,female,0
8127,male,1
8128,male,1
8129,male,1
8130,male,1
8131,male,1
8132,male,1
8133,female,0
8134,female,0
8135,female,0
8136,male,1
8137,male,1
8138,female,0
8139,female,0
8140,male,1
8141,male,1
8142,male,1
8143,male,1
8144,female,0
8145,male,1
8146,male,1
8147,female,0
8148,male,1
8149,male,1
8150,male,1
8151,female,0
8152,female,0
8153,male,1
8154,male,1
8155,male,1
8156,female,0
8157,male,1
8158,male,1
8159,male,1
8160,male,1
8161,female,0
8162,female,0
8163,male,1
8164,male,1
8165,male,1
8166,male,1
8167,male,1
8168,male,1
8169,male,1
8170,male,1
8171,female,0
8172,female,0
8173,male,1
8174,male,1
8175,female,0
8176,male,1
8177,male,1
8178,male,1
8179,male,1
8180,male,1
8181,female,0
8182,female,0
8183,male,1
8184,male,1
8185,female,0
8186,male,1
8187,female,0
8188,male,1
8189,female,0
8190,female,0
8191,female,0
8192,male,1
8193,male,1
8194,male,1
8195,male,1
8196,male,1
8197,male,1
8198,male,1
8199,male,1
8200,female,0
8201,female,0
8202,male,1
8203,male,1
8204,male,1
8205,female,0
8206,male,1
8207,female,0
8208,female,0
8209,male,1
8210,male,1
8211,male,1
8212,male,1
8213,male,1
8214,male,1
8215,male,1
8216,female,0
8217,female,0
8218,male,1
8219,male,1
8220,male,1
8221,female,0
8222,female,0
8223,female,0
8224,male,1
8225,male,1
8226,male,1
8227,male,1
8228,male,1
8229,male,1
8230,male,1
8231,male,1
8232,male,1
8233,female,0
8234,male,1
8235,female,0
8236,female,0
8237,male,1
8238,male,1
8239,female,0
8240,female,0
8241,male,1
8242,male,1
8243,female,0
8244,male,1
8245,female,0
8246,female,0
8247,male,1
8248,male,1
8249,male,1
8250,male,1
8251,male,1
8252,male,1
8253,male,1
8254,male,1
8255,female,0
8256,female,0
8257,male,1
8258,female,0
8259,female,0
8260,male,1
8261,male,1
8262,male,1
8263,female,0
8264,female,0
8265,male,1
8266,male,1
8267,male,1
8268,female,0
8269,female,0
8270,female,0
8271,female,0
8272,male,1
8273,female,0
8274,male,1
8275,male,1
8276,male,1
8277,female,0
8278,male,1
8279,female,0
8280,male,1
8281,male,1
8282,male,1
8283,male,1
8284,male,1
8285,female,0
8286,female,0
8287,female,0
8288,female,0
8289,female,0
8290,male,1
8291,male,1
8292,male,1
8293,female,0
8294,male,1
8295,male,1
8296,female,0
8297,male,1
8298,female,0
8299,male,1
8300,male,1
8301,female,0
8302,female,0
8303,male,1
8304,male,1
8305,male,1
8306,female,0
8307,female,0
8308,male,1
8309,female,0
8310,male,1
8311,male,1
8312,female,0
8313,male,1
8314,male,1
8315,female,0
8316,male,1
8317,male,1
8318,female,0
8319,male,1
8320,male,1
8321,female,0
8322,male,1
8323,female,0
8324,male,1
8325,male,1
8326,male,1
8327,male,1
8328,male,1
8329,male,1
8330,male,1
8331,female,0
8332,male,1
8333,male,1
8334,male,1
8335,male,1
8336,female,0
8337,male,1
8338,female,0
8339,male,1
8340,male,1
8341,male,1
8342,female,0
8343,male,1
8344,male,1
8345,male,1
8346,male,1
8347,male,1
8348,male,1
8349,female,0
8350,female,0
8351,female,0
8352,male,1
8353,male,1
8354,female,0
8355,female,0
8356,female,0
8357,female,0
8358,male,1
8359,male,1
8360,male,1
8361,female,0
8362,female,0
8363,female,0
8364,male,1
8365,male,1
8366,male,1
8367,male,1
8368,male,1
8369,male,1
8370,male,1
8371,male,1
8372,female,0
8373,female,0
8374,male,1
8375,female,0
8376,male,1
8377,male,1
8378,male,1
8379,male,1
8380,male,1
8381,male,1
8382,female,0
8383,male,1
8384,female,0
8385,male,1
8386,male,1
8387,male,1
8388,male,1
8389,female,0
8390,male,1
8391,female,0
8392,male,1
8393,female,0
8394,female,0
8395,male,1
8396,male,1
8397,female,0
8398,female,0
8399,female,0
8400,male,1
8401,male,1
8402,male,1
8403,male,1
8404,male,1
8405,female,0
8406,male,1
8407,male,1
8408,female,0
8409,male,1
8410,female,0
8411,female,0
8412,female,0
8413,male,1
8414,male,1
8415,female,0
8416,male,1
8417,male,1
8418,male,1
8419,female,0
8420,male,1
8421,male,1
8422,male,1
8423,male,1
8424,male,1
8425,female,0
8426,male,1
8427,male,1
8428,male,1
8429,male,1
8430,male,1
8431,female,0
8432,male,1
8433,female,0
8434,female,0
8435,male,1
8436,male,1
8437,male,1
8438,male,1
8439,male,1
8440,male,1
8441,male,1
8442,female,0
8443,female,0
8444,male,1
8445,female,0
8446,male,1
8447,female,0
8448,male,1
8449,male,1
8450,male,1
8451,male,1
8452,female,0
8453,male,1
8454,male,1
8455,male,1
8456,male,1
8457,male,1
8458,male,1
8459,female,0
8460,male,1
8461,male,1
8462,female,0
8463,male,1
8464,male,1
8465,male,1
8466,female,0
8467,male,1
8468,male,1
8469,female,0
8470,male,1
8471,male,1
8472,female,0
8473,female,0
8474,male,1
8475,female,0
8476,female,0
8477,female,0
8478,female,0
8479,female,0
8480,male,1
8481,male,1
8482,male,1
8483,male,1
8484,female,0
8485,male,1
8486,male,1
8487,male,1
8488,male,1
8489,female,0
8490,female,0
8491,female,0
8492,female,0
8493,male,1
8494,male,1
8495,female,0
8496,female,0
8497,male,1
8498,male,1
8499,female,0
8500,female,0
8501,female,0
8502,female,0
8503,male,1
8504,female,0
8505,female,0
8506,male,1
8507,male,1
8508,female,0
8509,female,0
8510,male,1
8511,female,0
8512,male,1
8513,male,1
8514,female,0
8515,male,1
8516,female,0
8517,male,1
8518,male,1
8519,male,1
8520,male,1
8521,female,0
8522,male,1
8523,male,1
8524,female,0
8525,female,0
8526,male,1
8527,female,0
8528,male,1
8529,male,1
8530,male,1
8531,female,0
8532,female,0
8533,male,1
8534,female,0
8535,female,0
8536,male,1
8537,female,0
8538,male,1
8539,male,1
8540,male,1
8541,male,1
8542,male,1
8543,male,1
8544,male,1
8545,female,0
8546,female,0
8547,male,1
8548,male,1
8549,female,0
8550,male,1
8551,male,1
8552,female,0
8553,male,1
8554,female,0
8555,male,1
8556,female,0
8557,female,0
8558,male,1
8559,male,1
8560,female,0
8561,female,0
8562,male,1
8563,male,1
8564,female,0
8565,male,1
8566,female,0
8567,male,1
8568,male,1
8569,male,1
8570,female,0
8571,male,1
8572,male,1
8573,female,0
8574,female,0
8575,male,1
8576,female,0
8577,male,1
8578,female,0
8579,female,0
8580,female,0
8581,female,0
8582,female,0
8583,male,1
8584,female,0
8585,female,0
8586,female,0
8587,male,1
8588,male,1
8589,male,1
8590,female,0
8591,male,1
8592,female,0
8593,male,1
8594,male,1
8595,female,0
8596,male,1
8597,male,1
8598,female,0
8599,male,1
8600,male,1
8601,male,1
8602,male,1
8603,female,0
8604,female,0
8605,male,1
8606,male,1
8607,female,0
8608,male,1
8609,male,1
8610,female,0
8611,male,1
8612,male,1
8613,female,0
8614,male,1
8615,male,1
8616,male,1
8617,male,1
8618,male,1
8619,male,1
8620,male,1
8621,male,1
8622,male,1
8623,female,0
8624,female,0
8625,female,0
8626,male,1
8627,male,1
8628,female,0
8629,male,1
8630,female,0
8631,male,1
8632,male,1
8633,female,0
8634,male,1
8635,male,1
8636,female,0
8637,female,0
8638,male,1
8639,female,0
8640,male,1
8641,male,1
8642,female,0
8643,female,0
8644,male,1
8645,female,0
8646,male,1
8647,female,0
8648,male,1
8649,male,1
8650,female,0
8651,male,1
8652,male,1
8653,female,0
8654,male,1
8655,female,0
8656,female,0
8657,male,1
8658,male,1
8659,female,0
8660,female,0
8661,male,1
8662,male,1
8663,male,1
8664,female,0
8665,female,0
8666,male,1
8667,male,1
8668,female,0
8669,male,1
8670,male,1
8671,female,0
8672,male,1
8673,female,0
8674,female,0
8675,female,0
8676,female,0
8677,female,0
8678,male,1
8679,female,0
8680,female,0
8681,female,0
8682,female,0
8683,female,0
8684,female,0
8685,male,1
8686,female,0
8687,male,1
8688,female,0
8689,male,1
8690,male,1
8691,female,0
8692,male,1
8693,female,0
8694,female,0
8695,male,1
8696,female,0
8697,male,1
8698,male,1
8699,male,1
8700,male,1
8701,male,1
8702,male,1
8703,male,1
8704,male,1
8705,male,1
8706,male,1
8707,male,1
8708,male,1
8709,female,0
8710,male,1
8711,male,1
8712,male,1
8713,male,1
8714,female,0
8715,male,1
8716,male,1
8717,female,0
8718,male,1
8719,male,1
8720,male,1
8721,male,1
8722,male,1
8723,female,0
8724,male,1
8725,female,0
8726,male,1
8727,female,0
8728,female,0
8729,female,0
8730,female,0
8731,male,1
8732,male,1
8733,male,1
8734,male,1
8735,female,0
8736,female,0
8737,female,0
8738,male,1
8739,male,1
8740,male,1
8741,male,1
8742,male,1
8743,male,1
8744,male,1
8745,male,1
8746,male,1
8747,male,1
8748,male,1
8749,male,1
8750,female,0
8751,male,1
8752,male,1
8753,female,0
8754,male,1
8755,male,1
8756,male,1
8757,male,1
8758,male,1
8759,male,1
8760,male,1
8761,male,1
8762,male,1
8763,male,1
8764,male,1
8765,male,1
8766,male,1
8767,male,1
8768,female,0
8769,male,1
8770,male,1
8771,male,1
8772,male,1
8773,male,1
8774,male,1
8775,male,1
8776,male,1
8777,male,1
8778,female,0
8779,male,1
8780,male,1
8781,male,1
8782,male,1
8783,female,0
8784,male,1
8785,female,0
8786,male,1
8787,male,1
8788,male,1
8789,female,0
8790,male,1
8791,male,1
8792,male,1
8793,male,1
8794,female,0
8795,female,0
8796,male,1
8797,male,1
8798,male,1
8799,female,0
8800,male,1
8801,male,1
8802,male,1
8803,male,1
8804,female,0
8805,male,1
8806,male,1
8807,female,0
8808,male,1
8809,male,1
8810,male,1
8811,male,1
8812,male,1
8813,male,1
8814,male,1
8815,male,1
8816,male,1
8817,female,0
8818,female,0
8819,male,1
8820,male,1
8821,male,1
8822,female,0
8823,male,1
8824,male,1
8825,male,1
8826,male,1
8827,female,0
8828,female,0
8829,male,1
8830,male,1
8831,male,1
8832,male,1
8833,female,0
8834,male,1
8835,male,1
8836,male,1
8837,male,1
8838,female,0
8839,male,1
8840,male,1
8841,male,1
8842,male,1
8843,male,1
8844,male,1
8845,male,1
8846,female,0
8847,female,0
8848,male,1
8849,male,1
8850,female,0
8851,male,1
8852,male,1
8853,male,1
8854,male,1
8855,female,0
8856,male,1
8857,male,1
8858,male,1
8859,male,1
8860,male,1
8861,male,1
8862,female,0
8863,male,1
8864,female,0
8865,male,1
8866,female,0
8867,female,0
8868,male,1
8869,male,1
8870,male,1
8871,male,1
8872,male,1
8873,male,1
8874,female,0
8875,male,1
8876,male,1
8877,male,1
8878,male,1
8879,male,1
8880,male,1
8881,male,1
8882,female,0
8883,female,0
8884,male,1
8885,male,1
8886,male,1
8887,male,1
8888,female,0
8889,male,1
8890,male,1
8891,male,1
8892,male,1
8893,female,0
8894,male,1
8895,male,1
8896,female,0
8897,female,0
8898,male,1
8899,female,0
8900,female,0
8901,male,1
8902,male,1
8903,male,1
8904,male,1
8905,male,1
8906,male,1
8907,male,1
8908,male,1
8909,male,1
8910,male,1
8911,male,1
8912,female,0
8913,male,1
8914,male,1
8915,male,1
8916,male,1
8917,female,0
8918,male,1
8919,male,1
8920,female,0
8921,female,0
8922,female,0
8923,female,0
8924,male,1
8925,female,0
8926,female,0
8927,male,1
8928,male,1
8929,male,1
8930,female,0
8931,male,1
8932,male,1
8933,male,1
8934,male,1
8935,male,1
8936,male,1
8937,male,1
8938,female,0
8939,female,0
8940,female,0
8941,male,1
8942,female,0
8943,male,1
8944,male,1
8945,female,0
8946,male,1
8947,male,1
8948,male,1
8949,male,1
8950,male,1
8951,male,1
8952,male,1
8953,female,0
8954,female,0
8955,female,0
8956,female,0
8957,female,0
8958,male,1
8959,male,1
8960,male,1
8961,female,0
8962,female,0
8963,male,1
8964,male,1
8965,male,1
8966,male,1
8967,female,0
8968,female,0
8969,male,1
8970,male,1
8971,male,1
8972,female,0
8973,male,1
8974,female,0
8975,male,1
8976,female,0
8977,male,1
8978,male,1
8979,male,1
8980,male,1
